1201,submit,Aに服従する、提出する
1202,tempt,誘惑する、する気にさせる
1203,resign,辞職する
1204,conform,従う
1205,confine,限定する
1206,assemble,組み立てる
1207,dedicate,ささげる
1208,advocate,主張する
1209,thrive,繁栄する
1210,provoke,引き起こす
1211,dictate,命じる、要求する、決定する
1212,exploit,利用する、開発する
1213,surrender,降伏する
1214,reproduce,再生する、複製する、繁殖する[させる]
1215,acknowledge,認める
1216,swell,ふくらむ
1217,shed,落とす
1218,wind,曲がる
1219,cite,引き合いに出す
1220,digest,消化する
1221,skip,とばす、抜かす
1222,bind,縛る、束縛する
1223,dissolve,溶解する
1224,implement,実行する
1225,steer,操縦する
1226,congratulate,祝福する
1227,designate,指定する
1228,violate,破る、違反する
1229,presume,推定する、思う
1230,recruit,（新人を）入れる
1231,coincide,同時に起きる、重なる
1232,enforce,施行する
1233,displace,とってかわる、故郷から追い出す
1234,shrink,縮む、縮ませる、減る
1235,betray,裏切る、もらす
1236,comprise,構成される、構成する、占める
1237,indulge,ふける
1238,penetrate,入り込む
1239,devastate,壊滅させる
1240,plunge,突っ込む
1241,bounce,はね返る
1242,contradict,矛盾する
1243,prescribe,処方する
1244,oppress,しいたげる
1245,cherish,胸に抱く
1246,illuminate,照らす、解明する
1247,trigger,きっかけになる
1248,commute,通勤する、通学する
1249,induce,誘う
1250,utilize,利用する
1251,snap,ポキンと折れる、ポキンと折る
1252,donate,提供する
1253,hatch,（卵?ヒナ）かえす、かえる
1254,enclose,囲む
1255,prevail,普及している、広まる
1256,sigh,ため息をつく
1257,leak,漏れる、漏らす
1258,compel,強制する
1259,crush,押しつぶす
1260,comprehend,理解する
1261,negotiate,交渉する
1262,persist,持続する、残る
1263,multiply,増やす、増える、掛ける
1264,conceive,想像する
1265,compensate,埋め合わせる
1266,suspend,中止する、つるす
1267,stir,かきたてる
1268,soak,浸す、びしょぬれにする、吸収する
1269,refine,洗練する、磨きをかける
1270,arouse,刺激する、かき立てる
1271,precede,先行する
1272,render,OをCにする、変える
1273,mount,すえつける、乗る
1274,retreat,退く
1275,startle,驚かせる
1276,dare,する勇気がある
1343,anticipate,予想する
1344,rub,こする
1345,dispose,処理する
1346,refrain,控える
1347,accumulate,蓄積する
1348,boost,活気づける
1349,drag,引きずる
1350,revise,修正する
1351,scratch,かく
1352,roar,ほえる
1353,quote,引用する
1354,bloom,咲く
1355,insert,差し込む
1356,awaiting,待つ
1357,dread,恐れる
1358,conceal,隠す
1359,enrich,豊かにする
1360,cling,固執する
1361,surpass,まさる
1362,suppress,抑える
1363,portray,描く
1364,soaring,急上昇する
1365,drain,排出する
1366,glow,ボーッと光る
1367,migrate,移住する
1368,exclaim,叫ぶ
1369,exert,及ぼす
1370,disguise,隠す
1371,accelerate,加速する
1372,dwell,住む
1373,integrate,融けこませる
1374,weep,泣く
1375,reassure,安心させる
1376,crawl,はって進む
1377,restrain,抑制する
1378,resent,腹を立てる
1379,yell,大声で叫ぶ
1380,assess,評価する
1381,carve,彫る
1382,halt,止める
1383,inspect,検査する
1384,tackle,取り組む
1385,omit,省く
1386,chew,かむ
1387,resume,再開する
1388,mold,作る
1389,accommodate,収容できる
1390,erase,消す
1391,inferred,推量する
1392,revive,生き返らせる
1393,contemplate,考える
1394,rotate,回転する
1395,disrupt,かき乱す
1396,navigate,進路を決める
1397,ache,痛む
1398,discard,捨てる
1399,incorporate,取り入れる
1400,overtake,追い越す
1401,supplement,補う
1402,manipulate,操作する
1403,nourish,養う
1404,squeeze,しぼる
1405,depict,描く
1406,distract,そらす
1407,disclose,暴露する
1408,enroll,入学する
1409,nurture,育てる
1410,speculate,推測する
1411,prolong,延ばす
1412,execute,処刑する
1413,uncover,明らかにする
1414,tremble,震える
1415,seize,つかむ
1416,abolish,廃止する
1417,scold,しかる
1418,attain,達成する
1419,utter,発する
1420,flee,逃げる
1421,offending,怒らせる
1422,confess,告白する
1423,postpone,延期する
1424,drift,漂う
1425,weave,織る
1426,install,備えつける
1427,twist,ねじ曲げる
1428,extract,取り出す
1429,bump,ぶつかる
1430,despise,軽蔑する
1431,tolerate,我慢する
1432,boast,自慢する
1433,flourishing,栄えている
1434,disregard,無視する
1435,tease,からかう
1436,reinforce,強める
1437,strive,努力する
1438,coordinate,合わせる
1439,yawn,あくびをする
1440,hug,抱きしめる
1441,combat,戦う
1442,knit,編む
922,rid,～を取り除く
923,pour,～を注ぐ
924,vanish,消える
925,restore,～を修復する
912,polish,～を磨く
913,classify,分類する
914,assert,～と主張する
915,grab,～をつかむ
916,fold,～を折りたたむ
917,sweep,～を掃く
918,whisper,ささやく
919,imitate,～をまねる
920,stare,じっと見る
921,emphasize,～を強調する
1443,fatigue,疲労
1444,fame,名声
1445,mess,めちゃくちゃ
1446,dignity,尊厳
1447,canal,運河
1448,drought,干ばつ
1449,despair,絶望
1450,interval,間隔
1451,luggage,荷物
1452,behalf,代表して
1453,impulse,衝動
1454,debris,破片
1455,beast,野獣
1456,superstition,迷信
1457,illusion,幻想、錯覚
1458,thread,糸
1459,intake,摂取量
1460,feast,宴会
1461,transition,移り変わり
1462,misery,悲惨さ
1463,radiation,放射線
1464,log,丸太
1465,consensus,合意
1466,deed,行い
1467,proverb,ことわざ
1468,compliment,ほめ言葉
1469,flame,炎
1470,anniversary,記念日
1471,conscience,良心
1472,expedition,探検
1473,offspring,子孫
1474,allowance,こづかい
1475,headline,大見出し
1476,treaty,条約
1477,monument,記念碑
1478,worm,虫
1479,remedy,治療法
1480,encyclopedia,百科事典
1481,glimpse,ちらり
1482,personnel,職員
1483,triumph,勝利
1484,arithmetic,算数
1485,self-esteem,自尊心
1486,microbe,微生物
1487,odds,可能性
1488,chaos,混沌
1489,destiny,運命
1490,diameter,直径
1491,lottery,宝くじ
1492,souvenir,みやげ物
1493,trail,小道
1494,ratio,比率
1495,sword,剣
1496,whistle,笛
1497,sentiment,感情
1498,chore,雑用
1499,courtesy,礼儀
1500,mayor,市長
1501,surveillance,監視、見張り
1502,trash,ごみ
1503,prestige,名声
1504,headquarters,本部、本社
1505,wilderness,荒野
1506,orbit,軌道
1507,bias,偏見
1508,republic,共和国
1509,bargain,掘り出し物
1510,domain,領域
1511,fragment,破片
1512,galaxy,星雲
1513,lap,ひざ
1514,deadline,締め切り
1515,bullet,弾丸
1516,pedestrian,歩行者
1517,wit,機知
1518,nuisance,迷惑
1519,criteria,基準
1520,hardship,苦難
1521,glory,栄光
1522,pavement,歩道
1523,navy,海軍
1524,script,台本
1525,pension,年金
1526,province,州
1527,surplus,余剰
1528,moisture,水分
1529,patch,あて布
1530,altitude,高度、標高
1531,thermometer,温度計
1532,tuition,授業料
1533,troop,軍隊
1534,primate,霊長類
1535,flaw,欠陥
1536,nephew,甥
1537,garment,衣服、衣類
1538,diagnosis,診断
1539,commerce,商業
1540,antiquity,古代、古物
1541,fraction,ほんの一部
1542,irony,皮肉
1543,nightmare,悪夢
1544,defect,欠陥
1545,certificate,証明書
1546,decay,腐敗
1547,erosion,浸食
1548,recipe,秘けつ
1549,skeleton,骨格
1550,grace,優雅さ
1551,landmark,名所
1552,dementia,認知症
1553,flesh,肉
1554,collision,衝突、対立
1555,hazard,危険なもの
1556,tomb,墓
1557,injection,注射
1558,breakthrough,飛躍的進歩
1559,leather,革
1560,jewelry,宝石
1561,cue,合図
1562,ambulance,救急車
1563,estate,不動産
1564,commodity,商品
1565,departure,出発
1566,phase,段階
1567,thief,泥棒
1568,saint,聖
1569,sculpture,彫刻
1570,grief,悲しみ
1571,lane,車線
1572,predator,捕食動物
1573,fluid,流体
1574,incentive,はげみ
1575,bride,花嫁
1576,intervention,介入
1577,margin,差
1578,biography,伝記
1579,consent,同意
1580,volcano,火山
1581,rebel,反逆者
1582,metaphor,比喩
1583,legislation,法律
1584,lightning,雷
1585,pesticide,殺虫剤
1586,column,コラム
1587,rumor,うわさ
1588,dust,ほこり
1589,dialogue,対話
1590,kindergarten,幼稚園
1591,diabetes,糖尿病
1592,obesity,肥満
1593,patent,特許
1594,chapter,章
1595,palace,宮殿
1596,laundry,洗濯
1597,ward,病棟
1598,outbreak,ぼっ発
1599,equation,方程式
1600,archaeologist,考古学者
1601,corruption,腐敗
