1,follow,～の後に続く、～に従う
2,consider,～を考慮する
3,increase,増える、～を増やす
4,expect,～を予期する
5,decide,～することを決意する
6,develop,発達する、～を発達させる
7,provide,～を供給する、与える
8,continue,続く、～を続ける
9,include,～を含む、含める
10,remain,ままでいる
11,reach,～に着く、～に達する
12,allow,～を許可する
13,force,～を強制する
14,offer,～を申し出る
15,realize,～を悟る
16,suggest,～と提案する、～をほのめかす
17,require,～を必要とする
18,worry,心配する
19,wonder,～かと疑問に思う
20,cost,～を要する
21,tend,～する傾向がある、～しがちである
22,depend,～に依存する、～しだいで決まる
23,share,～を分け合う、共有する
24,demand,～を要求する
25,support,～を支持する
26,hire,～を雇う
27,regard,AをBだと思う、みなす
28,base,AがBに基づいている
29,improve,～を向上させる
30,recognize,～を認める
31,notice,～に気づく
32,suppose,～だと思う
33,raise,～を上げる、～を育てる
34,prefer,～をより好む
35,cheer,～を励ます
36,suffer,～を経験する、受ける、苦しむ
37,describe,～を描写する、～の特徴を説明する
38,prevent,～をさまたげる
39,reduce,～を減らす
40,mistake,～を誤解する、まちがえる
41,prepare,～の準備をする
42,encourage,はげます
43,prove,～だとわかる
44,treat,～をあつかう
45,establish,～を設立する、創立する
46,relate,関係がある
47,compare,～を比較する、～をたとえる
48,spread,～を広げる；広がる
49,refer,～を指示する
50,supply,～を供給する
51,gain,～を得る
52,destroy,～を破壊する
53,apply,当てはまる、申し込む
54,seek,～を求める
55,search,～を捜す
56,claim,～と主張する
57,draw,～を引っぱる
58,refuse,～を断る
59,respond,～に返答する
60,mention,～について述べる
61,judge,～を判断する
62,approach,～に接近する；～に取り組む；方法
63,admit,～を認める
64,reflect,～を反映する、～を反射する
65,perform,～を行う、～を遂行する
66,bore,～をうんざりさせる
67,survive,生き残る
68,represent,～を表す
69,argue,～と主張する
70,grant,～を認める、～を与える
71,indicate,～を指し示す
72,belong,所属している
73,acquire,～を習得する
74,reply,返事をする
75,feed,～にエサをやる
76,escape,逃げる
77,replace,～に取って代わる、～を取り替える
78,reveal,～を明らかにする
79,surround,～を取り囲む
80,suit,～に合う
81,estimate,～を推定する
82,aim,～をねらう
83,earn,～をもうける、かせぐ
84,decline,衰退する、低下する、～を辞退する
85,afford,～をする余裕がある
86,confuse,～を当惑させる
87,graduate,～を卒業する
88,vary,変わる、さまざまである
89,remove,～を移す、取り去る
90,insist,～と主張する、言い張る
91,examine,～を調査する
92,remind,ＡにＢを思い出させる
93,contribute,～に貢献する、～の一因となる、AをBに寄付する
94,warn,～に警告する
95,connect,～をつなぐ
96,match,～に匹敵する、～に調和する
97,focus,焦点を合わせる
98,reject,～を断る
99,convince,～を納得させる、確信させる
100,associate,AをBに関連づける、AからBを連想する
101,rush,急いで行く
102,stress,～を強調する
103,attract,～を引きつける
104,rely,Aに頼る
105,regret,～を後悔する
106,adopt,～を採用する
107,shake,～を振る
108,hurt,～を傷つける
109,operate,作動する、～を操作する、手術する
110,extend,～を広げる、延長する
111,blame,～を非難する、～のせいにする
112,consist,Aで構成されている
113,persuade,～を説得する
114,admire,～に感心する
115,disappoint,～を失望させる
116,expand,拡大する
117,preserve,～を保護する
118,struggle,苦闘する、もがく
119,arrange,～の手はずを整える、～を配列する
120,disturb,～を妨げる
121,employ,～を雇う、～を用いる
122,engage,Aに従事する、Aを行う
123,abandon,～を捨てる
124,display,～を展示する、～を表す
125,encounter,～に偶然出会う
126,amuse,～を楽しませる
127,bother,～に面倒をかける、困らせる
128,concentrate,集中する
129,adapt,～を適応させる、適応する
130,puzzle,～を当惑させる
131,appeal,Aに訴える、～を引きつける
132,combine,～を結合させる
133,delay,～を遅らせる
134,repair,～を修理する
135,fascinate,～を夢中にさせる
136,Pardon,～を許す
137,import,～を輸入する
138,remark,述べる
139,reserve,～を予約する、～を取っておく
140,amaze,～を驚嘆させる
141,frighten,～をおびえさせる
142,release,～を解放する、～を発表する
143,rent,～を賃借りする
144,recover,Aから回復する
145,suspect,～ではないかと思う、～を疑う
146,deliver,～を配達する、渡す、～をする
147,identify,～の正体をつきとめる、Aと共感する
148,locate,位置する
149,manufacture,～を製造する
150,occupy,～を占める
151,own,～を所有している
152,expose,ＡをＢにさらす
153,translate,～を翻訳する
154,cure,～を治療する
155,perceive,～を知覚する
156,adjust,～に慣れる、調節して合わせる
157,alarm,～をぎょっとさせる、おびえさせる
158,assist,～を助ける、～を手伝う
159,freeze,凍りつく
160,spoil,～を台無しにする
161,shift,～を変える
162,embarrass,～を困惑させる、～に恥ずかしい思いをさせる
163,approve,賛成する；～を承認する
164,weigh,～の重さがある、～を比較検討する、よく考える
165,stretch,～を広げる
166,participate,Aに参加する
167,exhibit,～を展示する
168,owe,AのことはBのおかげだ
169,celebrate,～を祝う
170,decorate,～を装飾する
171,forgive,～を許す
172,seat,(be seated)座っている
173,injure,～を傷つける
174,sew,～を縫う
332,explain,～を説明する
333,accept,～を受け入れる
334,produce,～を生産する
335,exist,存在する
336,express,～を表現する
337,add,～を加える
338,avoid,～を避ける
339,marry,～と結婚する
340,protect,～を守る
341,affect,～に影響する
342,determine,～を決定する
343,solve,～を解決する
344,contain,～を含んでいる
345,discuss,～を議論する
346,ignore,～を無視する
347,guess,～を推測する
348,exchange,交換する
349,satisfy,～を満たす
350,complain,苦情を言う
351,achieve,～を達成する
352,enable,～を可能にする
353,intend,つもりだ
354,obtain,～を得る
355,divide,分割する
3000,remember,〜を覚えている、思い出す
3001,forget,忘れる
527,general,一般
176,feature,特徴
177,society,社会、協会、団体
178,wheel,車輪、ハンドル
1107,species,種
180,effect,効果、影響、結果
181,individual,個人
182,influence,影響
183,fee,謝礼、料金
184,rate,割合、速度
185,sign,印、兆候
186,service,公共事業、業務
187,advance,前進、進歩
188,laughter,笑い
189,material,物質
190,industry,工業
191,attempt,試み
192,trade,貿易
193,progress,進歩、前進
194,excuse,言い訳
195,custom,習慣、税関
196,passage,一節、経過、通行
197,economy,経済
198,track,小道、足跡
199,transportation,交通機関、輸送
200,official,役人
201,sight,見ること、光景、視力
202,taste,味、好み
203,range,範囲
204,appointment,約束、予約
205,patient,患者、忍耐強い
206,project,計画
207,favor,好意
208,appearance,外見、様子、出現
1109,cattle,牛
210,benefit,利益
211,resident,住民
212,relative,親族、親戚
213,region,地域
214,characteristic,特徴
215,pain,苦痛
216,twin,双子の一方、双生児
217,occasion,場合、機会
218,principle,原理、原則
219,department,部門、学科
220,duty,義務、関税
221,scene,場面、現場
222,jam,渋滞
223,spirit,精神
224,medium,手段
225,mass,一般大衆、多くの
226,audience,聴衆、観客
227,element,要素、元素
228,climate,気候
229,revolution,革命
230,quarter,4分の1
231,furniture,家具
232,brain,脳
233,atmosphere,大気、雰囲気
234,property,財産
235,reward,報酬
236,security,安全
237,delight,大喜び
238,desert,砂漠
239,background,背景、生い立ち、経歴
240,trend,傾向
241,vote,投票
242,impact,影響、衝撃
243,institution,機関、制度
244,interaction,交流
245,alternative,代わりのもの
246,harm,害
247,agency,機関、代理店
248,capacity,能力
249,minister,大臣
1108,tip,先
251,access,利用する権利
252,quantity,量
253,branch,枝、支店、支局、部門、分野
396,government,政府
397,knowledge,知識
398,nation,国
399,effort,努力
400,period,時代
401,population,人口
402,purpose,目的
403,behavior,行動
404,lack,不足
1110,density,密度
406,quality,質
407,environment,環境
408,role,役割
409,attitude,態度
410,author,筆者
411,research,研究
412,opportunity,機会
413,source,源
414,carbon,炭素
415,shape,形
416,advantage,利点
417,method,方法
418,habit,習慣
419,detail,細部
420,distance,距離
421,crowd,群衆
422,instance,例
423,desire,願望
424,standard,水準
425,task,仕事
426,generation,世代
427,responsibility,責任
428,experiment,実験
429,athlete,運動選手
430,decade,10年
431,loss,損失
432,fever,熱
433,theory,理論
434,statement,記述
435,professor,教授
436,function,機能
437,surface,表面
438,envelope,封筒
439,organization,組織
440,policy,政策
441,resource,資源
442,contrast,対比
443,flood,洪水
444,mate,連れ合い
445,goods,商品
446,creature,動物
447,structure,構造
448,tradition,伝統
449,weight,体重
450,charity,慈善
451,citizen,市民
452,impression,印象
453,cartoon,マンガ
454,career,経歴
455,site,用地
456,passenger,乗客
457,violence,暴力
458,income,所得
459,temperature,気温
460,majority,大多数
461,origin,起源
462,literature,文学
463,equipment,設備
464,stranger,見知らぬ人
465,strength,強さ
466,planet,惑星
467,fiction,小説
468,religion,宗教
469,pollution,汚染
470,wealth,富
471,document,文書
472,profit,もうけ
473,technique,技術
474,emotion,感情
475,phenomenon,現象
476,horror,恐怖
477,ladder,はしご
478,billion,十億
479,status,地位
480,youth,若者
481,confidence,自信
482,edge,周辺
483,household,家庭
484,scholar,学者
485,survey,調査
486,vocabulary,語彙
487,enemy,敵
488,construction,建設
489,lecture,講義
490,instruction,指示
491,crisis,危機
492,instrument,器具
493,crop,作物
494,weapon,兵器
495,device,装置
496,path,道
497,earthquake,地震
498,stream,小川
499,notion,概念
500,yard,庭
501,victim,犠牲者
502,fuel,燃料
503,ancestor,祖先
504,soil,土壌
505,debate,討論
506,crime,犯罪
507,colleague,同僚
508,shelf,棚
509,analysis,分析
510,universe,宇宙
511,electricity,電気
512,insect,昆虫
513,web,巣
514,storm,嵐
515,plenty,十分な
516,agriculture,農業
254,common,共通の、普通の
255,rough,荒い、大雑把な
256,likely,ありそうな、～する可能性が高い
257,serious,深刻な
258,particular,ある特定の、特有の
259,available,手に入る、利用できる
260,bilingual,二言語使用の
261,ready,用意ができた
262,correct,正しい
263,familiar,熟知している、くわしい
264,physical,身体の、肉体の
265,worth,～の価値がある
266,involved,～に関係している、参加している
267,fantastic,すばらしい
268,private,個人の、私的な
269,obvious,明白な
270,native,母国の
271,complex,複雑な
272,willing,～する気がある、～してもかまわない
273,current,最新の
274,male,男の
275,proper,適切な
